# m-sequence generator polynomials (m=5)
# hex       oct       bin
  0x0025    000045    100101
  0x0029    000051    101001
  0x002f    000057    101111
  0x0037    000067    110111
  0x003b    000073    111011
  0x003d    000075    111101
