# m-sequence generator polynomials (m=15)
# hex       oct       bin
  0x87df    103737    1000011111011111
  0x87f1    103761    1000011111110001
  0x8801    104001    1000100000000001
  0x8837    104067    1000100000110111
  0x8849    104111    1000100001001001
  0x885d    104135    1000100001011101
  0x8861    104141    1000100001100001
  0x8879    104171    1000100001111001
  0x8883    104203    1000100010000011
  0x888f    104217    1000100010001111
  0x88b5    104265    1000100010110101
  0x88c7    104307    1000100011000111
  0x88d9    104331    1000100011011001
  0x8905    104405    1000100100000101
  0x8909    104411    1000100100001001
  0x8917    104427    1000100100010111
  0x8927    104447    1000100100100111
  0x8965    104545    1000100101100101
  0x8999    104631    1000100110011001
  0x89af    104657    1000100110101111
  0x89cf    104717    1000100111001111
  0x89d1    104721    1000100111010001
  0x89dd    104735    1000100111011101
  0x89ed    104755    1000100111101101
  0x89ff    104777    1000100111111111
  0x8a39    105071    1000101000111001
  0x8a55    105125    1000101001010101
  0x8a63    105143    1000101001100011
  0x8a65    105145    1000101001100101
  0x8a71    105161    1000101001110001
  0x8a7b    105173    1000101001111011
  0x8a87    105207    1000101010000111
  0x8a8b    105213    1000101010001011
  0x8a9f    105237    1000101010011111
  0x8aaf    105257    1000101010101111
  0x8ab1    105261    1000101010110001
  0x8add    105335    1000101011011101
  0x8b0b    105413    1000101100001011
  0x8b0d    105415    1000101100001101
  0x8b3b    105473    1000101100111011
  0x8b43    105503    1000101101000011
  0x8b6d    105555    1000101101101101
  0x8b73    105563    1000101101110011
  0x8b91    105621    1000101110010001
  0x8b9d    105635    1000101110011101
  0x8bc1    105701    1000101111000001
  0x8bcb    105713    1000101111001011
  0x8bd5    105725    1000101111010101
  0x8be5    105745    1000101111100101
  0x8bf1    105761    1000101111110001
  0x8c21    106041    1000110000100001
  0x8c27    106047    1000110000100111
  0x8c47    106107    1000110001000111
  0x8c55    106125    1000110001010101
  0x8c63    106143    1000110001100011
  0x8c69    106151    1000110001101001
  0x8c87    106207    1000110010000111
  0x8c93    106223    1000110010010011
  0x8ca3    106243    1000110010100011
  0x8ca9    106251    1000110010101001
  0x8cbb    106273    1000110010111011
  0x8cc9    106311    1000110011001001
  0x8ce1    106341    1000110011100001
  0x8d07    106407    1000110100000111
  0x8d0b    106413    1000110100001011
  0x8d25    106445    1000110100100101
  0x8d43    106503    1000110101000011
  0x8d51    106521    1000110101010001
  0x8d5b    106533    1000110101011011
  0x8d7f    106577    1000110101111111
  0x8d85    106605    1000110110000101
  0x8d89    106611    1000110110001001
  0x8d9b    106633    1000110110011011
  0x8da1    106641    1000110110100001
  0x8dbf    106677    1000110110111111
  0x8dcb    106713    1000110111001011
  0x8dcd    106715    1000110111001101
  0x8de5    106745    1000110111100101
  0x8de9    106751    1000110111101001
  0x8def    106757    1000110111101111
  0x8e0b    107013    1000111000001011
  0x8e1f    107037    1000111000011111
  0x8e3b    107073    1000111000111011
  0x8e51    107121    1000111001010001
  0x8e57    107127    1000111001010111
  0x8e73    107163    1000111001110011
  0x8e75    107165    1000111001110101
  0x8e8f    107217    1000111010001111
  0x8e97    107227    1000111010010111
  0x8e9b    107233    1000111010011011
  0x8ea1    107241    1000111010100001
  0x8ebf    107277    1000111010111111
  0x8ec1    107301    1000111011000001
  0x8ed3    107323    1000111011010011
  0x8ee5    107345    1000111011100101
  0x8efb    107373    1000111011111011
  0x8f0f    107417    1000111100001111
  0x8f27    107447    1000111100100111
  0x8f2b    107453    1000111100101011
  0x8f39    107471    1000111100111001
  0x8f65    107545    1000111101100101
  0x8f77    107567    1000111101110111
  0x8f7d    107575    1000111101111101
  0x8fa5    107645    1000111110100101
  0x8fc9    107711    1000111111001001
  0x8fd1    107721    1000111111010001
  0x8fe1    107741    1000111111100001
  0x900b    110013    1001000000001011
  0x9019    110031    1001000000011001
  0x901f    110037    1001000000011111
  0x9025    110045    1001000000100101
  0x9037    110067    1001000000110111
  0x903d    110075    1001000000111101
  0x9043    110103    1001000001000011
  0x9057    110127    1001000001010111
  0x9061    110141    1001000001100001
  0x906d    110155    1001000001101101
  0x9075    110165    1001000001110101
  0x9089    110211    1001000010001001
  0x9091    110221    1001000010010001
  0x909b    110233    1001000010011011
  0x90ad    110255    1001000010101101
  0x9105    110405    1001000100000101
  0x9109    110411    1001000100001001
  0x9117    110427    1001000100010111
  0x911b    110433    1001000100011011
  0x911d    110435    1001000100011101
  0x9141    110501    1001000101000001
  0x914d    110515    1001000101001101
  0x917b    110573    1001000101111011
  0x9199    110631    1001000110011001
  0x91a3    110643    1001000110100011
  0x91a9    110651    1001000110101001
  0x91b1    110661    1001000110110001
  0x91bd    110675    1001000110111101
  0x91cf    110717    1001000111001111
  0x91e1    110741    1001000111100001
  0x9203    111003    1001001000000011
  0x9211    111021    1001001000010001
  0x921b    111033    1001001000011011
  0x9227    111047    1001001000100111
  0x9233    111063    1001001000110011
  0x923f    111077    1001001000111111
  0x924d    111115    1001001001001101
  0x9253    111123    1001001001010011
  0x927b    111173    1001001001111011
  0x9287    111207    1001001010000111
  0x9295    111225    1001001010010101
  0x92a3    111243    1001001010100011
  0x92b7    111267    1001001010110111
  0x92c9    111311    1001001011001001
  0x92dd    111335    1001001011011101
  0x92f5    111365    1001001011110101
  0x92f9    111371    1001001011111001
  0x9313    111423    1001001100010011
  0x9331    111461    1001001100110001
  0x9345    111505    1001001101000101
  0x9349    111511    1001001101001001
  0x9357    111527    1001001101010111
  0x9373    111563    1001001101110011
  0x937f    111577    1001001101111111
  0x9383    111603    1001001110000011
  0x939d    111635    1001001110011101
  0x93a1    111641    1001001110100001
  0x93b5    111665    1001001110110101
  0x93cb    111713    1001001111001011
  0x93df    111737    1001001111011111
  0x93ef    111757    1001001111101111
  0x93f1    111761    1001001111110001
  0x93fb    111773    1001001111111011
  0x940f    112017    1001010000001111
  0x942b    112053    1001010000101011
  0x9435    112065    1001010000110101
  0x944b    112113    1001010001001011
  0x9453    112123    1001010001010011
  0x947d    112175    1001010001111101
  0x9493    112223    1001010010010011
  0x9499    112231    1001010010011001
  0x94a5    112245    1001010010100101
  0x94a9    112251    1001010010101001
  0x94bb    112273    1001010010111011
  0x94d7    112327    1001010011010111
  0x94db    112333    1001010011011011
  0x94e1    112341    1001010011100001
  0x94e7    112347    1001010011100111
  0x94f5    112365    1001010011110101
  0x94ff    112377    1001010011111111
  0x9507    112407    1001010100000111
  0x9515    112425    1001010100010101
  0x9529    112451    1001010100101001
  0x9531    112461    1001010100110001
  0x953d    112475    1001010100111101
  0x9545    112505    1001010101000101
  0x9561    112541    1001010101100001
  0x956b    112553    1001010101101011
  0x9589    112611    1001010110001001
  0x959b    112633    1001010110011011
  0x95ad    112655    1001010110101101
  0x95df    112737    1001010111011111
  0x95e9    112751    1001010111101001
  0x9613    113023    1001011000010011
  0x9615    113025    1001011000010101
  0x9631    113061    1001011000110001
  0x9637    113067    1001011000110111
  0x963d    113075    1001011000111101
  0x9643    113103    1001011001000011
  0x9667    113147    1001011001100111
  0x9679    113171    1001011001111001
  0x9697    113227    1001011010010111
  0x96ad    113255    1001011010101101
  0x96c1    113301    1001011011000001
  0x96cb    113313    1001011011001011
  0x96df    113337    1001011011011111
  0x96fb    113373    1001011011111011
  0x972b    113453    1001011100101011
  0x9735    113465    1001011100110101
  0x974d    113515    1001011101001101
  0x9763    113543    1001011101100011
  0x9795    113625    1001011110010101
  0x979f    113637    1001011110011111
  0x97a3    113643    1001011110100011
  0x97a5    113645    1001011110100101
  0x97a9    113651    1001011110101001
  0x97b1    113661    1001011110110001
  0x97db    113733    1001011111011011
  0x97dd    113735    1001011111011101
  0x97f3    113763    1001011111110011
  0x97ff    113777    1001011111111111
  0x9809    114011    1001100000001001
  0x9821    114041    1001100000100001
  0x9847    114107    1001100001000111
  0x9895    114225    1001100010010101
  0x9899    114231    1001100010011001
  0x98af    114257    1001100010101111
  0x98bb    114273    1001100010111011
  0x98c5    114305    1001100011000101
  0x98d7    114327    1001100011010111
  0x98dd    114335    1001100011011101
  0x990b    114413    1001100100001011
  0x9919    114431    1001100100011001
  0x9925    114445    1001100100100101
  0x9929    114451    1001100100101001
  0x992f    114457    1001100100101111
  0x9937    114467    1001100100110111
  0x9943    114503    1001100101000011
  0x9945    114505    1001100101000101
  0x996d    114555    1001100101101101
  0x997f    114577    1001100101111111
  0x9989    114611    1001100110001001
  0x9991    114621    1001100110010001
  0x999b    114633    1001100110011011
  0x99b9    114671    1001100110111001
  0x99bf    114677    1001100110111111
  0x99c1    114701    1001100111000001
  0x99cb    114713    1001100111001011
  0x99d5    114725    1001100111010101
  0x99e3    114743    1001100111100011
  0x9a25    115045    1001101000100101
  0x9a4f    115117    1001101001001111
  0x9a57    115127    1001101001010111
  0x9a5b    115133    1001101001011011
  0x9a5d    115135    1001101001011101
  0x9a61    115141    1001101001100001
  0x9a6d    115155    1001101001101101
  0x9a79    115171    1001101001111001
  0x9a7f    115177    1001101001111111
  0x9a97    115227    1001101010010111
  0x9a9d    115235    1001101010011101
  0x9aab    115253    1001101010101011
  0x9ab9    115271    1001101010111001
  0x9ac7    115307    1001101011000111
  0x9ae3    115343    1001101011100011
  0x9afb    115373    1001101011111011
  0x9b11    115421    1001101100010001
  0x9b1b    115433    1001101100011011
  0x9b33    115463    1001101100110011
  0x9b41    115501    1001101101000001
  0x9b53    115523    1001101101010011
  0x9b5f    115537    1001101101011111
  0x9b6f    115557    1001101101101111
  0x9b77    115567    1001101101110111
  0x9b8b    115613    1001101110001011
  0x9b93    115623    1001101110010011
  0x9bb7    115667    1001101110110111
  0x9bbd    115675    1001101110111101
  0x9beb    115753    1001101111101011
  0x9bff    115777    1001101111111111
  0x9c15    116025    1001110000010101
  0x9c2f    116057    1001110000101111
  0x9c3b    116073    1001110000111011
  0x9c51    116121    1001110001010001
  0x9c5d    116135    1001110001011101
  0x9c67    116147    1001110001100111
  0x9c75    116165    1001110001110101
  0x9c79    116171    1001110001111001
  0x9c85    116205    1001110010000101
  0x9cbf    116277    1001110010111111
  0x9cd5    116325    1001110011010101
  0x9ce5    116345    1001110011100101
  0x9cf1    116361    1001110011110001
  0x9cf7    116367    1001110011110111
  0x9d03    116403    1001110100000011
  0x9d55    116525    1001110101010101
  0x9d59    116531    1001110101011001
  0x9d63    116543    1001110101100011
  0x9d81    116601    1001110110000001
  0x9d8b    116613    1001110110001011
  0x9d99    116631    1001110110011001
  0x9d9f    116637    1001110110011111
  0x9da5    116645    1001110110100101
  0x9dbd    116675    1001110110111101
  0x9e03    117003    1001111000000011
  0x9e11    117021    1001111000010001
  0x9e17    117027    1001111000010111
  0x9e21    117041    1001111000100001
  0x9e39    117071    1001111000111001
  0x9e47    117107    1001111001000111
  0x9e55    117125    1001111001010101
  0x9e59    117131    1001111001011001
  0x9e63    117143    1001111001100011
  0x9e69    117151    1001111001101001
  0x9e9f    117237    1001111010011111
  0x9ea3    117243    1001111010100011
  0x9eed    117355    1001111011101101
  0x9ef3    117363    1001111011110011
  0x9f0b    117413    1001111100001011
  0x9f13    117423    1001111100010011
  0x9f23    117443    1001111100100011
  0x9f2f    117457    1001111100101111
  0x9f49    117511    1001111101001001
  0x9f4f    117517    1001111101001111
  0x9f67    117547    1001111101100111
  0x9f9b    117633    1001111110011011
  0x9fad    117655    1001111110101101
  0x9fb3    117663    1001111110110011
  0x9fb5    117665    1001111110110101
  0x9fcd    117715    1001111111001101
  0xa00b    120013    1010000000001011
  0xa023    120043    1010000000100011
  0xa025    120045    1010000000100101
  0xa02f    120057    1010000000101111
  0xa043    120103    1010000001000011
  0xa05b    120133    1010000001011011
  0xa05d    120135    1010000001011101
  0xa067    120147    1010000001100111
  0xa06b    120153    1010000001101011
  0xa06d    120155    1010000001101101
  0xa089    120211    1010000010001001
  0xa091    120221    1010000010010001
  0xa0b5    120265    1010000010110101
  0xa0cd    120315    1010000011001101
  0xa0df    120337    1010000011011111
  0xa0fb    120373    1010000011111011
  0xa103    120403    1010000100000011
  0xa10f    120417    1010000100001111
  0xa11d    120435    1010000100011101
  0xa127    120447    1010000100100111
  0xa133    120463    1010000100110011
  0xa135    120465    1010000100110101
  0xa139    120471    1010000100111001
  0xa147    120507    1010000101000111
  0xa16f    120557    1010000101101111
  0xa17b    120573    1010000101111011
  0xa181    120601    1010000110000001
  0xa19f    120637    1010000110011111
  0xa1b1    120661    1010000110110001
  0xa1c5    120705    1010000111000101
  0xa1cf    120717    1010000111001111
  0xa1e1    120741    1010000111100001
  0xa20f    121017    1010001000001111
  0xa241    121101    1010001001000001
  0xa247    121107    1010001001000111
  0xa263    121143    1010001001100011
  0xa26f    121157    1010001001101111
  0xa299    121231    1010001010011001
  0xa2a9    121251    1010001010101001
  0xa2c5    121305    1010001011000101
  0xa2c9    121311    1010001011001001
  0xa2d7    121327    1010001011010111
  0xa2db    121333    1010001011011011
  0xa2ed    121355    1010001011101101
  0xa307    121407    1010001100000111
  0xa30b    121413    1010001100001011
  0xa30d    121415    1010001100001101
  0xa319    121431    1010001100011001
  0xa323    121443    1010001100100011
  0xa345    121505    1010001101000101
  0xa36b    121553    1010001101101011
  0xa373    121563    1010001101110011
  0xa385    121605    1010001110000101
  0xa38f    121617    1010001110001111
  0xa397    121627    1010001110010111
  0xa3a1    121641    1010001110100001
  0xa3b3    121663    1010001110110011
  0xa3c1    121701    1010001111000001
  0xa3cd    121715    1010001111001101
  0xa3d5    121725    1010001111010101
  0xa403    122003    1010010000000011
  0xa405    122005    1010010000000101
  0xa409    122011    1010010000001001
  0xa453    122123    1010010001010011
  0xa459    122131    1010010001011001
  0xa481    122201    1010010010000001
  0xa48b    122213    1010010010001011
  0xa499    122231    1010010010011001
  0xa4a5    122245    1010010010100101
  0xa4af    122257    1010010010101111
  0xa4b1    122261    1010010010110001
  0xa4bd    122275    1010010010111101
  0xa4c3    122303    1010010011000011
  0xa4db    122333    1010010011011011
  0xa4ed    122355    1010010011101101
  0xa501    122401    1010010100000001
  0xa523    122443    1010010100100011
  0xa525    122445    1010010100100101
  0xa529    122451    1010010100101001
  0xa54f    122517    1010010101001111
  0xa583    122603    1010010110000011
  0xa5a7    122647    1010010110100111
  0xa5b9    122671    1010010110111001
  0xa5cd    122715    1010010111001101
  0xa5e9    122751    1010010111101001
  0xa5f1    122761    1010010111110001
  0xa613    123023    1010011000010011
  0xa62f    123057    1010011000101111
  0xa637    123067    1010011000110111
  0xa651    123121    1010011001010001
  0xa661    123141    1010011001100001
  0xa673    123163    1010011001110011
  0xa691    123221    1010011010010001
  0xa69b    123233    1010011010011011
  0xa69d    123235    1010011010011101
  0xa6c7    123307    1010011011000111
  0xa6f1    123361    1010011011110001
  0xa6fd    123375    1010011011111101
  0xa71b    123433    1010011100011011
  0xa72b    123453    1010011100101011
  0xa739    123471    1010011100111001
  0xa75f    123537    1010011101011111
  0xa771    123561    1010011101110001
  0xa78d    123615    1010011110001101
  0xa7b1    123661    1010011110110001
  0xa7bb    123673    1010011110111011
  0xa7bd    123675    1010011110111101
  0xa7cf    123717    1010011111001111
  0xa7d1    123721    1010011111010001
  0xa7dd    123735    1010011111011101
  0xa7e7    123747    1010011111100111
  0xa82b    124053    1010100000101011
  0xa833    124063    1010100000110011
  0xa839    124071    1010100000111001
  0xa84b    124113    1010100001001011
  0xa84d    124115    1010100001001101
  0xa855    124125    1010100001010101
  0xa869    124151    1010100001101001
  0xa87d    124175    1010100001111101
  0xa881    124201    1010100010000001
  0xa893    124223    1010100010010011
  0xa89f    124237    1010100010011111
  0xa8a3    124243    1010100010100011
  0xa8a9    124251    1010100010101001
  0xa8b7    124267    1010100010110111
  0xa8cf    124317    1010100011001111
  0xa8dd    124335    1010100011011101
  0xa8e1    124341    1010100011100001
  0xa90b    124413    1010100100001011
  0xa913    124423    1010100100010011
  0xa919    124431    1010100100011001
  0xa949    124511    1010100101001001
  0xa975    124565    1010100101110101
  0xa9a7    124647    1010100110100111
  0xa9ad    124655    1010100110101101
  0xa9e9    124751    1010100111101001
  0xa9ef    124757    1010100111101111
  0xa9f7    124767    1010100111110111
  0xaa0d    125015    1010101000001101
  0xaa15    125025    1010101000010101
  0xaa2f    125057    1010101000101111
  0xaa31    125061    1010101000110001
  0xaa43    125103    1010101001000011
  0xaa4f    125117    1010101001001111
  0xaa51    125121    1010101001010001
  0xaa61    125141    1010101001100001
  0xaa79    125171    1010101001111001
  0xaa9d    125235    1010101010011101
  0xaaad    125255    1010101010101101
  0xaab9    125271    1010101010111001
  0xaad3    125323    1010101011010011
  0xab03    125403    1010101100000011
  0xab0f    125417    1010101100001111
  0xab1d    125435    1010101100011101
  0xab35    125465    1010101100110101
  0xab39    125471    1010101100111001
  0xab47    125507    1010101101000111
  0xab63    125543    1010101101100011
  0xab8b    125613    1010101110001011
  0xab99    125631    1010101110011001
  0xabbb    125673    1010101110111011
  0xabc5    125705    1010101111000101
  0xabd1    125721    1010101111010001
  0xabd7    125727    1010101111010111
  0xabdb    125733    1010101111011011
  0xabf3    125763    1010101111110011
  0xac01    126001    1010110000000001
  0xac07    126007    1010110000000111
  0xac0d    126015    1010110000001101
  0xac29    126051    1010110000101001
  0xac37    126067    1010110000110111
  0xac5b    126133    1010110001011011
  0xac6d    126155    1010110001101101
  0xac73    126163    1010110001110011
  0xac85    126205    1010110010000101
  0xac8f    126217    1010110010001111
  0xac97    126227    1010110010010111
  0xacc7    126307    1010110011000111
  0xacd5    126325    1010110011010101
  0xacdf    126337    1010110011011111
  0xace9    126351    1010110011101001
  0xacfd    126375    1010110011111101
  0xad05    126405    1010110100000101
  0xad11    126421    1010110100010001
  0xad1b    126433    1010110100011011
  0xad21    126441    1010110100100001
  0xad6f    126557    1010110101101111
  0xada3    126643    1010110110100011
  0xadaf    126657    1010110110101111
  0xadc9    126711    1010110111001001
  0xaddd    126735    1010110111011101
  0xade7    126747    1010110111100111
  0xadeb    126753    1010110111101011
  0xadf9    126771    1010110111111001
  0xae09    127011    1010111000001001
  0xae1d    127035    1010111000011101
  0xae2d    127055    1010111000101101
  0xae39    127071    1010111000111001
  0xae3f    127077    1010111000111111
  0xae5f    127137    1010111001011111
  0xae63    127143    1010111001100011
  0xae71    127161    1010111001110001
  0xae77    127167    1010111001110111
  0xae8d    127215    1010111010001101
  0xae95    127225    1010111010010101
  0xaea3    127243    1010111010100011
  0xaebb    127273    1010111010111011
  0xaed7    127327    1010111011010111
  0xaedd    127335    1010111011011101
  0xaee7    127347    1010111011100111
  0xaef5    127365    1010111011110101
  0xaf01    127401    1010111100000001
  0xaf13    127423    1010111100010011
  0xaf1f    127437    1010111100011111
  0xaf29    127451    1010111100101001
  0xaf2f    127457    1010111100101111
  0xaf3b    127473    1010111100111011
  0xaf43    127503    1010111101000011
  0xaf49    127511    1010111101001001
  0xaf67    127547    1010111101100111
  0xaf75    127565    1010111101110101
  0xaf8f    127617    1010111110001111
  0xafab    127653    1010111110101011
  0xafd3    127723    1010111111010011
  0xafe3    127743    1010111111100011
  0xaffd    127775    1010111111111101
  0xb00f    130017    1011000000001111
  0xb01b    130033    1011000000011011
  0xb02d    130055    1011000000101101
  0xb035    130065    1011000000110101
  0xb03f    130077    1011000000111111
  0xb055    130125    1011000001010101
  0xb077    130167    1011000001110111
  0xb093    130223    1011000010010011
  0xb0af    130257    1011000010101111
  0xb0c3    130303    1011000011000011
  0xb0c5    130305    1011000011000101
  0xb0d1    130321    1011000011010001
  0xb0e1    130341    1011000011100001
  0xb0f3    130363    1011000011110011
  0xb107    130407    1011000100000111
  0xb10b    130413    1011000100001011
  0xb13d    130475    1011000100111101
  0xb157    130527    1011000101010111
  0xb15d    130535    1011000101011101
  0xb175    130565    1011000101110101
  0xb18f    130617    1011000110001111
  0xb197    130627    1011000110010111
  0xb19d    130635    1011000110011101
  0xb1a1    130641    1011000110100001
  0xb1c7    130707    1011000111000111
  0xb1df    130737    1011000111011111
  0xb1e5    130745    1011000111100101
  0xb20b    131013    1011001000001011
  0xb213    131023    1011001000010011
  0xb215    131025    1011001000010101
  0xb243    131103    1011001001000011
  0xb249    131111    1011001001001001
  0xb24f    131117    1011001001001111
  0xb27f    131177    1011001001111111
  0xb289    131211    1011001010001001
  0xb29b    131233    1011001010011011
  0xb2c1    131301    1011001011000001
  0xb2df    131337    1011001011011111
  0xb2e9    131351    1011001011101001
  0xb2ef    131357    1011001011101111
  0xb2f7    131367    1011001011110111
  0xb305    131405    1011001100000101
  0xb317    131427    1011001100010111
  0xb327    131447    1011001100100111
  0xb37b    131573    1011001101111011
  0xb381    131601    1011001110000001
  0xb393    131623    1011001110010011
  0xb3a5    131645    1011001110100101
  0xb3b1    131661    1011001110110001
  0xb3b7    131667    1011001110110111
  0xb3c5    131705    1011001111000101
  0xb3d7    131727    1011001111010111
  0xb3db    131733    1011001111011011
  0xb3dd    131735    1011001111011101
  0xb3f9    131771    1011001111111001
  0xb401    132001    1011010000000001
  0xb40d    132015    1011010000001101
  0xb443    132103    1011010001000011
  0xb457    132127    1011010001010111
  0xb46d    132155    1011010001101101
  0xb475    132165    1011010001110101
  0xb47f    132177    1011010001111111
  0xb4a7    132247    1011010010100111
  0xb4bf    132277    1011010010111111
  0xb4ef    132357    1011010011101111
  0xb4f7    132367    1011010011110111
  0xb509    132411    1011010100001001
  0xb51d    132435    1011010100011101
  0xb53f    132477    1011010100111111
  0xb547    132507    1011010101000111
  0xb553    132523    1011010101010011
  0xb555    132525    1011010101010101
  0xb569    132551    1011010101101001
  0xb577    132567    1011010101110111
  0xb57b    132573    1011010101111011
  0xb595    132625    1011010110010101
  0xb5a9    132651    1011010110101001
  0xb5bb    132673    1011010110111011
  0xb5c3    132703    1011010111000011
  0xb5d7    132727    1011010111010111
  0xb5e1    132741    1011010111100001
  0xb5e7    132747    1011010111100111
  0xb5eb    132753    1011010111101011
  0xb5f9    132771    1011010111111001
  0xb605    133005    1011011000000101
  0xb609    133011    1011011000001001
  0xb617    133027    1011011000010111
  0xb61b    133033    1011011000011011
  0xb621    133041    1011011000100001
  0xb627    133047    1011011000100111
  0xb62d    133055    1011011000101101
  0xb633    133063    1011011000110011
  0xb635    133065    1011011000110101
  0xb64b    133113    1011011001001011
  0xb659    133131    1011011001011001
  0xb67b    133173    1011011001111011
  0xb681    133201    1011011010000001
  0xb68b    133213    1011011010001011
  0xb699    133231    1011011010011001
  0xb6af    133257    1011011010101111
  0xb6d1    133321    1011011011010001
  0xb6e7    133347    1011011011100111
  0xb6eb    133353    1011011011101011
  0xb71f    133437    1011011100011111
  0xb725    133445    1011011100100101
  0xb745    133505    1011011101000101
  0xb757    133527    1011011101010111
  0xb76b    133553    1011011101101011
  0xb779    133571    1011011101111001
  0xb783    133603    1011011110000011
  0xb791    133621    1011011110010001
  0xb79d    133635    1011011110011101
  0xb7a1    133641    1011011110100001
  0xb7b3    133663    1011011110110011
  0xb7fd    133775    1011011111111101
  0xb84f    134117    1011100001001111
  0xb861    134141    1011100001100001
  0xb875    134165    1011100001110101
  0xb885    134205    1011100010000101
  0xb889    134211    1011100010001001
  0xb89d    134235    1011100010011101
  0xb8a1    134241    1011100010100001
  0xb8ad    134255    1011100010101101
  0xb8bf    134277    1011100010111111
  0xb8d3    134323    1011100011010011
  0xb8d5    134325    1011100011010101
  0xb8fb    134373    1011100011111011
  0xb903    134403    1011100100000011
  0xb91d    134435    1011100100011101
  0xb927    134447    1011100100100111
  0xb92b    134453    1011100100101011
  0xb947    134507    1011100101000111
  0xb955    134525    1011100101010101
  0xb959    134531    1011100101011001
  0xb965    134545    1011100101100101
  0xb977    134567    1011100101110111
  0xb98d    134615    1011100110001101
  0xb9af    134657    1011100110101111
  0xb9bb    134673    1011100110111011
  0xb9c3    134703    1011100111000011
  0xb9c9    134711    1011100111001001
  0xb9d1    134721    1011100111010001
  0xb9ed    134755    1011100111101101
  0xb9f3    134763    1011100111110011
  0xba05    135005    1011101000000101
  0xba11    135021    1011101000010001
  0xba39    135071    1011101000111001
  0xba59    135131    1011101001011001
  0xba81    135201    1011101010000001
