# m-sequence generator polynomials (m=14)
# hex       oct       bin
  0x572d    053455    101011100101101
  0x573f    053477    101011100111111
  0x5759    053531    101011101011001
  0x5763    053543    101011101100011
  0x577d    053575    101011101111101
  0x5793    053623    101011110010011
  0x57af    053657    101011110101111
  0x57bd    053675    101011110111101
  0x57c3    053703    101011111000011
  0x57c5    053705    101011111000101
  0x57d7    053727    101011111010111
  0x5803    054003    101100000000011
  0x5821    054041    101100000100001
  0x5833    054063    101100000110011
  0x5835    054065    101100000110101
  0x583f    054077    101100000111111
  0x5841    054101    101100001000001
  0x5895    054225    101100010010101
  0x5899    054231    101100010011001
  0x58a3    054243    101100010100011
  0x58af    054257    101100010101111
  0x58dd    054335    101100011011101
  0x58e7    054347    101100011100111
  0x58eb    054353    101100011101011
  0x58ff    054377    101100011111111
  0x594f    054517    101100101001111
  0x597f    054577    101100101111111
  0x598f    054617    101100110001111
  0x5997    054627    101100110010111
  0x599d    054635    101100110011101
  0x59a1    054641    101100110100001
  0x59a7    054647    101100110100111
  0x59b5    054665    101100110110101
  0x59df    054737    101100111011111
  0x59e9    054751    101100111101001
  0x5a1f    055037    101101000011111
  0x5a25    055045    101101000100101
  0x5a3b    055073    101101000111011
  0x5a3d    055075    101101000111101
  0x5a43    055103    101101001000011
  0x5a45    055105    101101001000101
  0x5a49    055111    101101001001001
  0x5a75    055165    101101001110101
  0x5ab5    055265    101101010110101
  0x5ac1    055301    101101011000001
  0x5ad3    055323    101101011010011
  0x5ad5    055325    101101011010101
  0x5ad9    055331    101101011011001
  0x5b0f    055417    101101100001111
  0x5b17    055427    101101100010111
  0x5b2b    055453    101101100101011
  0x5b39    055471    101101100111001
  0x5b63    055543    101101101100011
  0x5b69    055551    101101101101001
  0x5b77    055567    101101101110111
  0x5b99    055631    101101110011001
  0x5bc3    055703    101101111000011
  0x5bc5    055705    101101111000101
  0x5be1    055741    101101111100001
  0x5beb    055753    101101111101011
  0x5c07    056007    101110000000111
  0x5c0b    056013    101110000001011
  0x5c19    056031    101110000011001
  0x5c31    056061    101110000110001
  0x5c49    056111    101110001001001
  0x5c5d    056135    101110001011101
  0x5c79    056171    101110001111001
  0x5c83    056203    101110010000011
  0x5ca1    056241    101110010100001
  0x5cbf    056277    101110010111111
  0x5cc1    056301    101110011000001
  0x5ccb    056313    101110011001011
  0x5ccd    056315    101110011001101
  0x5ce5    056345    101110011100101
  0x5d05    056405    101110100000101
  0x5d1d    056435    101110100011101
  0x5d33    056463    101110100110011
  0x5d6f    056557    101110101101111
  0x5d8d    056615    101110110001101
  0x5d95    056625    101110110010101
  0x5da3    056643    101110110100011
  0x5da9    056651    101110110101001
  0x5dbb    056673    101110110111011
  0x5dcf    056717    101110111001111
  0x5e03    057003    101111000000011
  0x5e0f    057017    101111000001111
  0x5e1b    057033    101111000011011
  0x5e2d    057055    101111000101101
  0x5e47    057107    101111001000111
  0x5e7d    057175    101111001111101
  0x5e81    057201    101111010000001
  0x5e99    057231    101111010011001
  0x5ed7    057327    101111011010111
  0x5edb    057333    101111011011011
  0x5ee7    057347    101111011100111
  0x5ef5    057365    101111011110101
  0x5f07    057407    101111100000111
  0x5f19    057431    101111100011001
  0x5f23    057443    101111100100011
  0x5f3d    057475    101111100111101
  0x5f43    057503    101111101000011
  0x5f45    057505    101111101000101
  0x5f61    057541    101111101100001
  0x5f6b    057553    101111101101011
  0x5f75    057565    101111101110101
  0x5f97    057627    101111110010111
  0x5fdf    057737    101111111011111
  0x600d    060015    110000000001101
  0x6015    060025    110000000010101
  0x602f    060057    110000000101111
  0x603d    060075    110000000111101
  0x6067    060147    110000001100111
  0x606b    060153    110000001101011
  0x6089    060211    110000010001001
  0x609d    060235    110000010011101
  0x60ab    060253    110000010101011
  0x60b3    060263    110000010110011
  0x60b9    060271    110000010111001
  0x60d5    060325    110000011010101
  0x6109    060411    110000100001001
  0x6111    060421    110000100010001
  0x612d    060455    110000100101101
  0x6139    060471    110000100111001
  0x6141    060501    110000101000001
  0x617d    060575    110000101111101
  0x619f    060637    110000110011111
  0x61a5    060645    110000110100101
  0x61af    060657    110000110101111
  0x61bb    060673    110000110111011
  0x61ed    060755    110000111101101
  0x61f5    060765    110000111110101
  0x6233    061063    110001000110011
  0x6263    061143    110001001100011
  0x626f    061157    110001001101111
  0x627d    061175    110001001111101
  0x628d    061215    110001010001101
  0x629f    061237    110001010011111
  0x62a5    061245    110001010100101
  0x62a9    061251    110001010101001
  0x62b7    061267    110001010110111
  0x62d7    061327    110001011010111
  0x62db    061333    110001011011011
  0x62dd    061335    110001011011101
  0x62f3    061363    110001011110011
  0x6323    061443    110001100100011
  0x6331    061461    110001100110001
  0x6337    061467    110001100110111
  0x635b    061533    110001101011011
  0x636d    061555    110001101101101
  0x6375    061565    110001101110101
  0x6389    061611    110001110001001
  0x6391    061621    110001110010001
  0x63a1    061641    110001110100001
  0x63bf    061677    110001110111111
  0x63ef    061757    110001111101111
  0x6409    062011    110010000001001
  0x6417    062027    110010000010111
  0x6441    062101    110010001000001
  0x6447    062107    110010001000111
  0x648b    062213    110010010001011
  0x649f    062237    110010010011111
  0x64e7    062347    110010011100111
  0x64f5    062365    110010011110101
  0x6501    062401    110010100000001
  0x650b    062413    110010100001011
  0x6537    062467    110010100110111
  0x653b    062473    110010100111011
  0x6545    062505    110010101000101
  0x655b    062533    110010101011011
  0x6591    062621    110010110010001
  0x65ad    062655    110010110101101
  0x65b9    062671    110010110111001
  0x65bf    062677    110010110111111
  0x65d5    062725    110010111010101
  0x65ef    062757    110010111101111
  0x65f7    062767    110010111110111
  0x6607    063007    110011000000111
  0x660d    063015    110011000001101
  0x6623    063043    110011000100011
  0x663b    063073    110011000111011
  0x665d    063135    110011001011101
  0x666b    063153    110011001101011
  0x6683    063203    110011010000011
  0x6697    063227    110011010010111
  0x66a7    063247    110011010100111
  0x66ab    063253    110011010101011
  0x66b5    063265    110011010110101
  0x66d9    063331    110011011011001
  0x66df    063337    110011011011111
  0x6711    063421    110011100010001
  0x671b    063433    110011100011011
  0x674b    063513    110011101001011
  0x675f    063537    110011101011111
  0x6769    063551    110011101101001
  0x6777    063567    110011101110111
  0x6781    063601    110011110000001
  0x67a3    063643    110011110100011
  0x67d1    063721    110011111010001
  0x6811    064021    110100000010001
  0x681d    064035    110100000011101
  0x6853    064123    110100001010011
  0x6877    064167    110100001110111
  0x6893    064223    110100010010011
  0x689f    064237    110100010011111
  0x68a5    064245    110100010100101
  0x68a9    064251    110100010101001
  0x68c5    064305    110100011000101
  0x68ff    064377    110100011111111
  0x6919    064431    110100100011001
  0x692f    064457    110100100101111
  0x696b    064553    110100101101011
  0x6973    064563    110100101110011
  0x698f    064617    110100110001111
  0x699d    064635    110100110011101
  0x69a1    064641    110100110100001
  0x69ab    064653    110100110101011
  0x69e9    064751    110100111101001
  0x6a01    065001    110101000000001
  0x6a2f    065057    110101000101111
  0x6a51    065121    110101001010001
  0x6a5b    065133    110101001011011
  0x6a67    065147    110101001100111
  0x6a6b    065153    110101001101011
  0x6a6d    065155    110101001101101
  0x6a75    065165    110101001110101
  0x6a83    065203    110101010000011
  0x6a97    065227    110101010010111
  0x6ab3    065263    110101010110011
  0x6ab5    065265    110101010110101
  0x6abf    065277    110101010111111
  0x6acb    065313    110101011001011
  0x6ae9    065351    110101011101001
  0x6aef    065357    110101011101111
  0x6b03    065403    110101100000011
  0x6b17    065427    110101100010111
  0x6b2b    065453    110101100101011
  0x6b33    065463    110101100110011
  0x6b39    065471    110101100111001
  0x6b47    065507    110101101000111
  0x6b4b    065513    110101101001011
  0x6b69    065551    110101101101001
  0x6b7d    065575    110101101111101
  0x6b81    065601    110101110000001
  0x6b8d    065615    110101110001101
  0x6bb7    065667    110101110110111
  0x6bc5    065705    110101111000101
  0x6bd7    065727    110101111010111
  0x6be1    065741    110101111100001
  0x6bed    065755    110101111101101
  0x6bf9    065771    110101111111001
  0x6c2f    066057    110110000101111
  0x6c3d    066075    110110000111101
  0x6c57    066127    110110001010111
  0x6c73    066163    110110001110011
  0x6cb5    066265    110110010110101
  0x6cb9    066271    110110010111001
  0x6cc1    066301    110110011000001
  0x6cc7    066307    110110011000111
  0x6ce5    066345    110110011100101
  0x6d09    066411    110110100001001
  0x6d17    066427    110110100010111
  0x6d2b    066453    110110100101011
  0x6d53    066523    110110101010011
  0x6d63    066543    110110101100011
  0x6d65    066545    110110101100101
  0x6d69    066551    110110101101001
  0x6da3    066643    110110110100011
  0x6db1    066661    110110110110001
  0x6dbb    066673    110110110111011
  0x6dbd    066675    110110110111101
  0x6dc5    066705    110110111000101
  0x6e09    067011    110111000001001
  0x6e27    067047    110111000100111
  0x6e2d    067055    110111000101101
  0x6e33    067063    110111000110011
  0x6e41    067101    110111001000001
  0x6e53    067123    110111001010011
  0x6e7b    067173    110111001111011
  0x6e81    067201    110111010000001
  0x6e87    067207    110111010000111
  0x6e95    067225    110111010010101
  0x6eaf    067257    110111010101111
  0x6ec3    067303    110111011000011
  0x6edb    067333    110111011011011
  0x6edd    067335    110111011011101
  0x6ef9    067371    110111011111001
  0x6f01    067401    110111100000001
  0x6f15    067425    110111100010101
  0x6f29    067451    110111100101001
  0x6f31    067461    110111100110001
  0x6f3b    067473    110111100111011
  0x6f4f    067517    110111101001111
  0x6f57    067527    110111101010111
  0x6f91    067621    110111110010001
  0x6fc7    067707    110111111000111
  0x6fd9    067731    110111111011001
  0x6fdf    067737    110111111011111
  0x6fe9    067751    110111111101001
  0x7005    070005    111000000000101
  0x701d    070035    111000000011101
  0x7033    070063    111000000110011
  0x707d    070175    111000001111101
  0x70a9    070251    111000010101001
  0x70bb    070273    111000010111011
  0x70c9    070311    111000011001001
  0x70cf    070317    111000011001111
  0x70e1    070341    111000011100001
  0x7113    070423    111000100010011
  0x7115    070425    111000100010101
  0x7119    070431    111000100011001
  0x7131    070461    111000100110001
  0x7137    070467    111000100110111
  0x713d    070475    111000100111101
  0x716b    070553    111000101101011
  0x719b    070633    111000110011011
  0x71a1    070641    111000110100001
  0x71b5    070665    111000110110101
  0x71df    070737    111000111011111
  0x71e5    070745    111000111100101
  0x71f7    070767    111000111110111
  0x71fb    070773    111000111111011
  0x721f    071037    111001000011111
  0x7231    071061    111001000110001
  0x723b    071073    111001000111011
  0x724f    071117    111001001001111
  0x7267    071147    111001001100111
  0x72b3    071263    111001010110011
  0x72c1    071301    111001011000001
  0x72cd    071315    111001011001101
  0x72df    071337    111001011011111
  0x72e5    071345    111001011100101
  0x72f1    071361    111001011110001
  0x72f7    071367    111001011110111
  0x7303    071403    111001100000011
  0x7309    071411    111001100001001
  0x7327    071447    111001100100111
  0x732b    071453    111001100101011
  0x738d    071615    111001110001101
  0x7393    071623    111001110010011
  0x73a5    071645    111001110100101
  0x73bd    071675    111001110111101
  0x73d1    071721    111001111010001
  0x73ff    071777    111001111111111
  0x7413    072023    111010000010011
  0x7415    072025    111010000010101
  0x744f    072117    111010001001111
  0x745b    072133    111010001011011
  0x746b    072153    111010001101011
  0x746d    072155    111010001101101
  0x74ab    072253    111010010101011
  0x74b3    072263    111010010110011
  0x74cd    072315    111010011001101
  0x74df    072337    111010011011111
  0x74e9    072351    111010011101001
  0x74fd    072375    111010011111101
  0x751b    072433    111010100011011
  0x7521    072441    111010100100001
  0x7577    072567    111010101110111
  0x757b    072573    111010101111011
  0x7599    072631    111010110011001
  0x75a3    072643    111010110100011
  0x75bd    072675    111010110111101
  0x75cf    072717    111010111001111
  0x75d1    072721    111010111010001
  0x75eb    072753    111010111101011
  0x75f5    072765    111010111110101
  0x7639    073071    111011000111001
  0x7647    073107    111011001000111
  0x7653    073123    111011001010011
  0x7655    073125    111011001010101
  0x765f    073137    111011001011111
  0x7663    073143    111011001100011
  0x7669    073151    111011001101001
  0x769f    073237    111011010011111
  0x76a3    073243    111011010100011
  0x76af    073257    111011010101111
  0x76d1    073321    111011011010001
  0x76eb    073353    111011011101011
  0x76f9    073371    111011011111001
  0x770b    073413    111011100001011
  0x7749    073511    111011101001001
  0x7757    073527    111011101010111
  0x776d    073555    111011101101101
  0x7773    073563    111011101110011
  0x77a7    073647    111011110100111
  0x77b5    073665    111011110110101
  0x77c7    073707    111011111000111
  0x77d3    073723    111011111010011
  0x77d5    073725    111011111010101
  0x7815    074025    111100000010101
  0x7825    074045    111100000100101
  0x7831    074061    111100000110001
  0x783d    074075    111100000111101
  0x786d    074155    111100001101101
  0x78cb    074313    111100011001011
  0x78cd    074315    111100011001101
  0x78d9    074331    111100011011001
  0x78ef    074357    111100011101111
  0x7917    074427    111100100010111
  0x7927    074447    111100100100111
  0x794d    074515    111100101001101
  0x7959    074531    111100101011001
  0x796f    074557    111100101101111
  0x7971    074561    111100101110001
  0x797b    074573    111100101111011
  0x7981    074601    111100110000001
  0x7987    074607    111100110000111
  0x79b1    074661    111100110110001
  0x79c9    074711    111100111001001
  0x79d7    074727    111100111010111
  0x79dd    074735    111100111011101
  0x7a03    075003    111101000000011
  0x7a1b    075033    111101000011011
  0x7a2b    075053    111101000101011
  0x7a35    075065    111101000110101
  0x7a3f    075077    111101000111111
  0x7a4b    075113    111101001001011
  0x7a55    075125    111101001010101
  0x7a81    075201    111101010000001
  0x7a8d    075215    111101010001101
  0x7ab7    075267    111101010110111
  0x7abb    075273    111101010111011
  0x7ac3    075303    111101011000011
  0x7ae1    075341    111101011100001
  0x7af5    075365    111101011110101
  0x7b23    075443    111101100100011
  0x7b4f    075517    111101101001111
  0x7b51    075521    111101101010001
  0x7b5d    075535    111101101011101
  0x7b79    075571    111101101111001
  0x7b8f    075617    111101110001111
  0x7ba1    075641    111101110100001
  0x7bab    075653    111101110101011
  0x7bb9    075671    111101110111001
  0x7bd3    075723    111101111010011
  0x7be3    075743    111101111100011
  0x7bf1    075761    111101111110001
  0x7c05    076005    111110000000101
  0x7c27    076047    111110000100111
  0x7c2d    076055    111110000101101
  0x7c59    076131    111110001011001
  0x7c8b    076213    111110010001011
  0x7c93    076223    111110010010011
  0x7c95    076225    111110010010101
  0x7ca3    076243    111110010100011
  0x7cb7    076267    111110010110111
  0x7cc3    076303    111110011000011
  0x7cd1    076321    111110011010001
  0x7cf9    076371    111110011111001
  0x7cff    076377    111110011111111
  0x7d01    076401    111110100000001
  0x7d15    076425    111110100010101
  0x7d37    076467    111110100110111
  0x7d45    076505    111110101000101
  0x7d73    076563    111110101110011
  0x7d79    076571    111110101111001
  0x7d91    076621    111110110010001
  0x7d97    076627    111110110010111
  0x7da7    076647    111110110100111
  0x7db3    076663    111110110110011
  0x7dc7    076707    111110111000111
  0x7dcd    076715    111110111001101
  0x7de9    076751    111110111101001
  0x7dfb    076773    111110111111011
  0x7dfd    076775    111110111111101
  0x7e0d    077015    111111000001101
  0x7e19    077031    111111000011001
  0x7e2f    077057    111111000101111
  0x7e61    077141    111111001100001
  0x7e75    077165    111111001110101
  0x7e7f    077177    111111001111111
  0x7e9d    077235    111111010011101
  0x7eab    077253    111111010101011
  0x7ed3    077323    111111011010011
  0x7ee3    077343    111111011100011
  0x7ee5    077345    111111011100101
  0x7f09    077411    111111100001001
  0x7f21    077441    111111100100001
  0x7f3f    077477    111111100111111
  0x7f4d    077515    111111101001101
  0x7f55    077525    111111101010101
  0x7f71    077561    111111101110001
  0x7f8b    077613    111111110001011
  0x7f8d    077615    111111110001101
  0x7f9f    077637    111111110011111
  0x7fc5    077705    111111111000101
  0x7fd1    077721    111111111010001
  0x7fe7    077747    111111111100111
