# m-sequence generator polynomials (m=6)
# hex       oct       bin
  0x0043    000103    1000011
  0x005b    000133    1011011
  0x0061    000141    1100001
  0x0067    000147    1100111
  0x006d    000155    1101101
  0x0073    000163    1110011
