# data/ber-modem/ber_psk64.dat : auto-generated file
# invoked as: ./src/simulate_ber -m psk -p 6 -cnone -knone -b1e-5 -e 500 -n80000 -t200000000 -s-9 -d1.0 -x60 -o data/ber-modem/ber_psk64.dat 
#
#  modulation scheme   :   phase-shift keying
#  modulation depth    :   6 bits/symbol
#  fec (inner)         :   none
#  fec (outer)         :   none
#  frame length        :   256 bytes
#  asymptotic rate     :   6.00000000   bits/second/Hz
#  min packet errors   :   0
#  min bit errors      :   500
#  min packet trials   :   0
#  min bit trials      :   80000
#  max packet trials   :   18446744073709551615
#  max bit trials      :   200000000
#
#     SNR [dB]   Eb/N0 [dB]          BER          PER     bit errs         bits  packet errs      packets
   -9.00000000  -1.6782e+01   4.5571e-01   1.0000e+00        37332        81920           40           40
   -8.00000000  -1.5782e+01   4.4725e-01   1.0000e+00        36639        81920           40           40
   -7.00000000  -1.4782e+01   4.4491e-01   1.0000e+00        36447        81920           40           40
   -6.00000000  -1.3782e+01   4.3235e-01   1.0000e+00        35418        81920           40           40
   -5.00000000  -1.2782e+01   4.2601e-01   1.0000e+00        34899        81920           40           40
   -4.00000000  -1.1782e+01   4.1687e-01   1.0000e+00        34150        81920           40           40
   -3.00000000  -1.0782e+01   4.0474e-01   1.0000e+00        33156        81920           40           40
   -2.00000000  -9.7815e+00   3.9766e-01   1.0000e+00        32576        81920           40           40
   -1.00000000  -8.7815e+00   3.8513e-01   1.0000e+00        31550        81920           40           40
    0.00000000  -7.7815e+00   3.7168e-01   1.0000e+00        30448        81920           40           40
    1.00000000  -6.7815e+00   3.5535e-01   1.0000e+00        29110        81920           40           40
    2.00000000  -5.7815e+00   3.4335e-01   1.0000e+00        28127        81920           40           40
    3.00000000  -4.7815e+00   3.3146e-01   1.0000e+00        27153        81920           40           40
    4.00000000  -3.7815e+00   3.1708e-01   1.0000e+00        25975        81920           40           40
    5.00000000  -2.7815e+00   3.0023e-01   1.0000e+00        24595        81920           40           40
    6.00000000  -1.7815e+00   2.8452e-01   1.0000e+00        23308        81920           40           40
    7.00000000  -7.8151e-01   2.7196e-01   1.0000e+00        22279        81920           40           40
    8.00000000   2.1849e-01   2.5757e-01   1.0000e+00        21100        81920           40           40
    9.00000000   1.2185e+00   2.4202e-01   1.0000e+00        19826        81920           40           40
   10.00000000   2.2185e+00   2.2966e-01   1.0000e+00        18814        81920           40           40
   11.00000000   3.2185e+00   2.1393e-01   1.0000e+00        17525        81920           40           40
   12.00000000   4.2185e+00   1.9847e-01   1.0000e+00        16259        81920           40           40
   13.00000000   5.2185e+00   1.8557e-01   1.0000e+00        15202        81920           40           40
   14.00000000   6.2185e+00   1.6848e-01   1.0000e+00        13802        81920           40           40
   15.00000000   7.2185e+00   1.5822e-01   1.0000e+00        12961        81920           40           40
   16.00000000   8.2185e+00   1.3962e-01   1.0000e+00        11438        81920           40           40
   17.00000000   9.2185e+00   1.2716e-01   1.0000e+00        10417        81920           40           40
   18.00000000   1.0218e+01   1.1223e-01   1.0000e+00         9194        81920           40           40
   19.00000000   1.1218e+01   9.9219e-02   1.0000e+00         8128        81920           40           40
   20.00000000   1.2218e+01   8.7878e-02   1.0000e+00         7199        81920           40           40
   21.00000000   1.3218e+01   7.7295e-02   1.0000e+00         6332        81920           40           40
   22.00000000   1.4218e+01   6.4233e-02   1.0000e+00         5262        81920           40           40
   23.00000000   1.5218e+01   5.4675e-02   1.0000e+00         4479        81920           40           40
   24.00000000   1.6218e+01   4.5508e-02   1.0000e+00         3728        81920           40           40
   25.00000000   1.7218e+01   3.5852e-02   1.0000e+00         2937        81920           40           40
   26.00000000   1.8218e+01   2.8101e-02   1.0000e+00         2302        81920           40           40
   27.00000000   1.9218e+01   1.9812e-02   1.0000e+00         1623        81920           40           40
   28.00000000   2.0218e+01   1.4136e-02   1.0000e+00         1158        81920           40           40
   29.00000000   2.1218e+01   7.8247e-03   1.0000e+00          641        81920           40           40
   30.00000000   2.2218e+01   4.4207e-03   1.0000e+00          507       114688           56           56
   31.00000000   2.3218e+01   2.1929e-03   9.9107e-01          503       229376          111          112
   32.00000000   2.4218e+01   9.8048e-04   8.6747e-01          500       509952          216          249
   33.00000000   2.5218e+01   3.3882e-04   5.1385e-01          501      1478656          371          722
   34.00000000   2.6218e+01   8.7287e-05   1.6518e-01          500      5728256          462         2797
   35.00000000   2.7218e+01   1.6767e-05   3.4407e-02          500     29820928          501        14561
