# data/modem-phase-error/arb64vt.dat : auto-generated file
# 
#          phi      phi-hat phi-hat-smooth
    0.00000000   0.00008294   0.00008294
    0.01602853   0.00732440   0.00707066
    0.03205707   0.01428891   0.01383360
    0.04808560   0.02078514   0.02019749
    0.06411414   0.02655187   0.02607245
    0.08014268   0.03186822   0.03142825
    0.09617121   0.03702532   0.03623306
    0.11219974   0.04091456   0.04045675
    0.12822828   0.04473548   0.04412207
    0.14425682   0.04755090   0.04729806
    0.16028535   0.05051709   0.05005512
    0.17631388   0.05281626   0.05246326
    0.19234242   0.05459551   0.05465435
    0.20837095   0.05651176   0.05680863
    0.22439948   0.05905755   0.05902204
    0.24042802   0.06144954   0.06126097
    0.25645655   0.06339930   0.06348699
    0.27248508   0.06561036   0.06573872
    0.28851363   0.06788341   0.06806216
    0.30454215   0.07074139   0.07045875
    0.32057071   0.07243186   0.07294140
    0.33659923   0.07543966   0.07552701
    0.35262775   0.07862817   0.07814550
    0.36865631   0.08047982   0.08070731
    0.38468483   0.08326934   0.08318761
    0.40071335   0.08592921   0.08554207
    0.41674191   0.08791019   0.08769868
    0.43277043   0.08980348   0.08965547
    0.44879895   0.09135619   0.09146135
    0.46482751   0.09359647   0.09310783
    0.48085603   0.09475672   0.09453376
    0.49688458   0.09593405   0.09574656
    0.51291311   0.09660327   0.09683777
    0.52894163   0.09809525   0.09785922
    0.54497015   0.09905310   0.09875532
    0.56099874   0.09956092   0.09944184
    0.57702726   0.10039655   0.09988329
    0.59305578   0.09997912   0.10010363
    0.60908431   0.10036521   0.10014684
    0.62511283   0.10040755   0.10002181
    0.64114141   0.09958455   0.09973839
    0.65716994   0.09953330   0.09932208
    0.67319846   0.09901545   0.09874865
    0.68922698   0.09826902   0.09796954
    0.70525551   0.09699056   0.09698430
    0.72128403   0.09606371   0.09581771
    0.73731261   0.09477260   0.09447524
    0.75334114   0.09284609   0.09296969
    0.76936966   0.09168801   0.09133022
    0.78539819   0.08960091   0.08960091
