# data/ber-fec-soft/ber_secded3932.dat : auto-generated file
# invoked as: ./src/simulate_ber -H -c secded3932 -b 1e-5 -e 1000 -n4000000 -t400000000 -s-9 -d0.5 -x40 -o data/ber-fec-soft/ber_secded3932.dat 
#
#  modulation scheme   :   binary phase-shift keying
#  modulation depth    :   1 bits/symbol
#  fec (inner)         :   SEC-DEC(39,32)
#  fec (outer)         :   none
#  frame length        :   256 bytes
#  asymptotic rate     :   0.80000001   bits/second/Hz
#  min packet errors   :   0
#  min bit errors      :   1000
#  min packet trials   :   0
#  min bit trials      :   4000000
#  max packet trials   :   18446744073709551615
#  max bit trials      :   400000000
#
#     SNR [dB]   Eb/N0 [dB]          BER          PER     bit errs         bits  packet errs      packets
   -9.00000000  -8.0309e+00   3.1106e-01   1.0000e+00      1244816      4001792         1954         1954
   -8.50000000  -7.5309e+00   3.0040e-01   1.0000e+00      1202138      4001792         1954         1954
   -8.00000000  -7.0309e+00   2.9034e-01   1.0000e+00      1161878      4001792         1954         1954
   -7.50000000  -6.5309e+00   2.7895e-01   1.0000e+00      1116311      4001792         1954         1954
   -7.00000000  -6.0309e+00   2.6768e-01   1.0000e+00      1071193      4001792         1954         1954
   -6.50000000  -5.5309e+00   2.5557e-01   1.0000e+00      1022718      4001792         1954         1954
   -6.00000000  -5.0309e+00   2.4306e-01   1.0000e+00       972661      4001792         1954         1954
   -5.50000000  -4.5309e+00   2.3065e-01   1.0000e+00       923005      4001792         1954         1954
   -5.00000000  -4.0309e+00   2.1776e-01   1.0000e+00       871425      4001792         1954         1954
   -4.50000000  -3.5309e+00   2.0436e-01   1.0000e+00       817807      4001792         1954         1954
   -4.00000000  -3.0309e+00   1.9128e-01   1.0000e+00       765478      4001792         1954         1954
   -3.50000000  -2.5309e+00   1.7723e-01   1.0000e+00       709226      4001792         1954         1954
   -3.00000000  -2.0309e+00   1.6325e-01   1.0000e+00       653283      4001792         1954         1954
   -2.50000000  -1.5309e+00   1.4955e-01   1.0000e+00       598454      4001792         1954         1954
   -2.00000000  -1.0309e+00   1.3521e-01   1.0000e+00       541068      4001792         1954         1954
   -1.50000000  -5.3090e-01   1.2115e-01   1.0000e+00       484837      4001792         1954         1954
   -1.00000000  -3.0900e-02   1.0765e-01   1.0000e+00       430794      4001792         1954         1954
   -0.50000000   4.6910e-01   9.3998e-02   1.0000e+00       376160      4001792         1954         1954
    0.00000000   9.6910e-01   8.0094e-02   1.0000e+00       320518      4001792         1954         1954
    0.50000000   1.4691e+00   6.6560e-02   1.0000e+00       266361      4001792         1954         1954
    1.00000000   1.9691e+00   5.3793e-02   1.0000e+00       215268      4001792         1954         1954
    1.50000000   2.4691e+00   4.1709e-02   1.0000e+00       166910      4001792         1954         1954
    2.00000000   2.9691e+00   3.0634e-02   1.0000e+00       122591      4001792         1954         1954
    2.50000000   3.4691e+00   2.1506e-02   1.0000e+00        86063      4001792         1954         1954
    3.00000000   3.9691e+00   1.4151e-02   1.0000e+00        56631      4001792         1954         1954
    3.50000000   4.4691e+00   8.7906e-03   1.0000e+00        35178      4001792         1954         1954
    4.00000000   4.9691e+00   4.9103e-03   9.9795e-01        19650      4001792         1950         1954
    4.50000000   5.4691e+00   2.5541e-03   9.4268e-01        10221      4001792         1842         1954
    5.00000000   5.9691e+00   1.2232e-03   7.6203e-01         4895      4001792         1489         1954
    5.50000000   6.4691e+00   5.1702e-04   4.6929e-01         2069      4001792          917         1954
    6.00000000   6.9691e+00   2.1556e-04   2.2799e-01         1003      4653056          518         2272
    6.50000000   7.4691e+00   7.1177e-05   8.1549e-02         1001     14063616          560         6867
    7.00000000   7.9691e+00   2.2982e-05   2.6876e-02         1000     43511808          571        21246
    7.50000000   8.4691e+00   5.7639e-06   6.9341e-03         1001    173666304          588        84798
